OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,EXPERIMENTAL_SYSTEM
DOK1,INPP5D,Reconstituted Complex
DOK1,SRC,Reconstituted Complex
DOK1,YES1,Reconstituted Complex
DOK1,TEC,Reconstituted Complex
DOK1,ABL1,Reconstituted Complex
KIT,CRKL,Reconstituted Complex
KIT,PIK3R1,Reconstituted Complex
KIT,PLCG1,Reconstituted Complex
KIT,INPP5D,Reconstituted Complex
KIT,YES1,Reconstituted Complex
UNC13B,RIMS1,Two-hybrid
UNC13B,RIMS1,Reconstituted Complex
RIMS1,UNC13B,Reconstituted Complex
RIMS1,RAB3A,Reconstituted Complex
GRB2,DAG1,Reconstituted Complex
DAG1,GRB2,Affinity Capture-Western
IKZF2,IKZF1,Affinity Capture-Western
IKZF2,IKZF3,Affinity Capture-Western
IKZF2,IKZF2,Affinity Capture-Western
KLC1,KIF5B,Affinity Capture-Western
KLC1,KIF5C,Affinity Capture-Western
KLC2,KIF5B,Affinity Capture-Western
KLC2,KIF5C,Affinity Capture-Western
KIF5C,KIF5B,Affinity Capture-Western
KLC1,KIF5A,Affinity Capture-Western
MYOD1,CDKN1C,Affinity Capture-Western
CDKN1C,MYOD1,Affinity Capture-Western
CDKN1C,MYOD1,Reconstituted Complex
CDKN1C,CCND1,Reconstituted Complex
GHR,JAK2,Affinity Capture-Western
EIF2AK2,PRKRA,Reconstituted Complex
CRP,CFH,Reconstituted Complex
CRP,C1QA,Reconstituted Complex
SLC4A1,SLC4A1,Co-crystal Structure
CNTF,IL6R,Reconstituted Complex
PTPN11,STAT5A,Reconstituted Complex
PTPN11,STAT5B,Reconstituted Complex
PTPN11,STAT5A,Biochemical Activity
PTPN11,STAT5B,Biochemical Activity
PTPN6,LCK,Biochemical Activity
UBTF,TBP,Affinity Capture-Western
TP53,BRF1,Affinity Capture-Western
PLAU,SERPINA5,Reconstituted Complex
NCOA6,ZNF335,Reconstituted Complex
NCOA6,ZNF335,Two-hybrid
CBLC,EGFR,Affinity Capture-Western
CBLC,FYN,Affinity Capture-Western
FYN,CBLC,Reconstituted Complex
LNPEP,TNKS2,Reconstituted Complex
TNKS1BP1,TNKS,Reconstituted Complex
TERF1,TNKS,Reconstituted Complex
NUMA1,TNKS,Reconstituted Complex
BRCA1,BRCA2,Affinity Capture-Western
BRCA2,RAD51,Affinity Capture-Western
BRCA1,BRCA2,Reconstituted Complex
BRCA1,RAD51,Reconstituted Complex
L1CAM,EZR,Reconstituted Complex
S100A2,S100A2,Affinity Capture-Western
S100A2,S100A2,Two-hybrid
NCOR2,RARA,Affinity Capture-Western
ST5,ABL1,Reconstituted Complex
CRK,DOCK1,Affinity Capture-Western
RAC1,DOCK2,Reconstituted Complex
RAC2,DOCK2,Reconstituted Complex
RPS6KC1,SPHK1,Affinity Capture-Western
GGA2,CLINT1,Reconstituted Complex
CDC20,AURKA,Affinity Capture-Western
PTK2B,KCNA2,Affinity Capture-Western
CDH1,EGFR,Affinity Capture-Western
NUP50,KPNB1,Reconstituted Complex
NUP50,KPNA2,Reconstituted Complex
KPNB1,NUP50,Affinity Capture-Western
RANBP3,XPO1,Reconstituted Complex
CDH1,JUP,Affinity Capture-Western
NEK6,NEK9,Affinity Capture-Western
RAN,NEK9,Reconstituted Complex
NEK9,RAN,Affinity Capture-Western
TSC1,EZR,Affinity Capture-Western
PDIA3,GYPC,Reconstituted Complex
PDIA3,SLC2A1,Reconstituted Complex
AHR,ARNT,Reconstituted Complex
CDC25A,CCNE1,Reconstituted Complex
CDC25A,CDK2,Reconstituted Complex
HGF,SDC2,Reconstituted Complex
BCL2L10,BCL2L10,Affinity Capture-Western
BCL2L10,BCL2,Affinity Capture-Western
BCL2L10,BAX,Affinity Capture-Western
TNFRSF1B,TRAF2,Affinity Capture-Western
SRC,MAP2,Reconstituted Complex
GRB2,MAP2,Reconstituted Complex
RABIF,RAB3A,Reconstituted Complex
NR2F1,ESR1,Affinity Capture-Western
NR2F1,ESR1,Reconstituted Complex
ESR1,NR2F1,Two-hybrid
ESR1,MAPK1,Reconstituted Complex
GATA4,SRF,Affinity Capture-Western
SRF,GATA4,Reconstituted Complex
PLCG1,GRB2,Affinity Capture-Western
PLCG1,GRB2,Reconstituted Complex
PTEN,PTK2,Affinity Capture-Western
CD2,PTPRC,Reconstituted Complex
POU1F1,NR3C1,Reconstituted Complex
YWHAZ,VIM,Affinity Capture-Western
VIM,YWHAZ,Affinity Capture-Western
VIM,YWHAZ,Reconstituted Complex
YWHAZ,YWHAZ,Affinity Capture-Western
YWHAZ,YWHAZ,Reconstituted Complex
YWHAZ,RAF1,Affinity Capture-Western
RELA,ETHE1,Affinity Capture-Western
YWHAZ,RAF1,Reconstituted Complex
ETHE1,RELA,Reconstituted Complex
HTT,MAP3K10,Affinity Capture-Western
MAP3K10,HTT,Affinity Capture-Western
LIFR,OSM,Affinity Capture-Western
TNFRSF1A,LTA,Co-crystal Structure
GRB2,SHC1,Reconstituted Complex
SHC1,GRB2,Affinity Capture-Western
GRB2,SHC1,Affinity Capture-Western
SHC1,PLCG1,Affinity Capture-Western
RB1,CCND1,Affinity Capture-Western
BTK,PRKD1,Affinity Capture-Western
PRKD1,BTK,Affinity Capture-Western
BTK,PRKD1,Reconstituted Complex
GTF2I,MYC,Reconstituted Complex
MYC,GTF2I,Affinity Capture-Western
GRB2,KIT,Reconstituted Complex
GRB7,KIT,Reconstituted Complex
FNTA,TGFBR1,Two-hybrid
TGFBR1,FNTA,Reconstituted Complex
TGFBR1,FNTA,Biochemical Activity
ERBB3,NRG1,Reconstituted Complex
NRG1,ERBB3,Reconstituted Complex
ZAP70,FYN,Phenotypic Enhancement
ZAP70,FYN,Affinity Capture-Western
ZAP70,ABL1,Affinity Capture-Western
ZAP70,RASA1,Affinity Capture-Western
EGF,PIK3R2,Reconstituted Complex
CSF1,PIK3R2,Reconstituted Complex
FYN,PIK3R2,Reconstituted Complex
EGF,PIK3R2,Biochemical Activity
CSF1,PIK3R2,Biochemical Activity
FYN,PIK3R2,Biochemical Activity
ERBB2,PIK3R2,Reconstituted Complex
ERBB2,PIK3R2,Biochemical Activity
ATP7B,ATOX1,Two-hybrid
ATP7A,ATOX1,Two-hybrid
ATP7A,ATOX1,Reconstituted Complex
ATP7B,ATOX1,Reconstituted Complex
AP1G1,SYNRG,Reconstituted Complex
AP1G1,RABEP1,Reconstituted Complex
VAV1,EPOR,Affinity Capture-Western
PIK3R1,EPOR,Affinity Capture-Western
EPOR,PIK3R1,Affinity Capture-Western
VAV1,PIK3R1,Affinity Capture-Western
PIK3R1,VAV1,Affinity Capture-Western
PIK3R1,VAV1,Reconstituted Complex
JAK2,VAV1,Affinity Capture-Western
JAK2,VAV1,Biochemical Activity
SPI1,FUS,Co-purification
SPI1,FUS,Affinity Capture-Western
FUS,SPI1,Affinity Capture-Western
SPI1,FUS,Reconstituted Complex
RAF1,BCL2,Reconstituted Complex
RAF1,BCL2L1,Reconstituted Complex
BCL2,RAF1,Two-hybrid
BCL2,RAF1,Affinity Capture-Western
CDK2,CDKN1B,Affinity Capture-Western
CDK2,CDKN1A,Affinity Capture-Western
JUN,POU1F1,Reconstituted Complex
YWHAQ,RAF1,Reconstituted Complex
PEBP1,RAF1,Reconstituted Complex
MAP2K1,RAF1,Reconstituted Complex
MAP2K1,PEBP1,Reconstituted Complex
MAP2K1,MAPK1,Reconstituted Complex
PEBP1,MAP2K1,Reconstituted Complex
PEBP1,MAPK1,Reconstituted Complex
MAPK1,MAP2K1,Reconstituted Complex
MAPK1,PEBP1,Reconstituted Complex
RAF1,MAP2K1,Reconstituted Complex
RAF1,PEBP1,Reconstituted Complex
SMAD3,JUN,Two-hybrid
SMAD3,FOS,Two-hybrid
PEBP1,RAF1,Affinity Capture-Western
SMAD3,JUN,Affinity Capture-Western
SMAD3,JUN,Reconstituted Complex
SMAD3,FOS,Reconstituted Complex
ABL1,TP73,Affinity Capture-Western
RB1,MYC,Two-hybrid
GM2A,HEXA,Co-purification
ARNT,SIM1,Two-hybrid
ARNT,SIM2,Two-hybrid
ARNT,SIM1,Reconstituted Complex
SIM1,HSP90AA1,Reconstituted Complex
RB1,AATF,Affinity Capture-Western
AATF,RB1,Affinity Capture-Western
AATF,RBL2,Affinity Capture-Western
AATF,RBL1,Affinity Capture-Western
HNRNPD,SAFB,Two-hybrid
HNRNPD,SAFB,Reconstituted Complex
EIF5,EIF2S2,Reconstituted Complex
NQO1,HSPA4,Affinity Capture-Western
HSPA4,NQO1,Affinity Capture-Western
MAPK9,PRKD1,Affinity Capture-Western
MAPK8,PRKD1,Affinity Capture-Western
PRKD1,JUN,Biochemical Activity
ARF1,GGA3,Two-hybrid
GGA3,ARF1,Two-hybrid
GGA1,CLTC,Reconstituted Complex
GGA2,CLTC,Reconstituted Complex
GGA3,CLTC,Reconstituted Complex
ITGB1,MAP4K4,Two-hybrid
ITGB1,MAP4K4,Reconstituted Complex
ITGB1,MAP4K4,Affinity Capture-Western
SKI,SMAD4,Co-crystal Structure
SMAD2,SMAD4,Reconstituted Complex
SMAD2,SMAD4,Affinity Capture-Western
SMAD3,SMAD4,Affinity Capture-Western
HNRNPK,DDX1,Co-purification
HNRNPK,DDX1,Reconstituted Complex
HNRNPK,DDX1,Affinity Capture-Western
DDX1,HNRNPK,Reconstituted Complex
OPRD1,ARRB1,Affinity Capture-Western
OPRD1,ARRB1,Reconstituted Complex
OPRD1,ARRB2,Reconstituted Complex
RALA,LRPAP1,Reconstituted Complex
CRKL,RAPGEF1,Affinity Capture-Western
GTF2A1,GTF2E2,Reconstituted Complex
FKBP4,IRF4,Affinity Capture-Western
JAK2,SIRPA,Affinity Capture-Western
CRIPT,DLG1,Reconstituted Complex
SCNN1A,NEDD4,Reconstituted Complex
SCNN1B,NEDD4,Reconstituted Complex
SCNN1G,NEDD4,Reconstituted Complex
FKBP1A,RYR1,Reconstituted Complex
FKBP1A,RYR3,Reconstituted Complex
RYR1,FKBP1A,Affinity Capture-Western
PAX5,RUNX1,Reconstituted Complex
RAD18,UBE2A,Two-hybrid
RAD18,UBE2B,Two-hybrid
RAD18,UBE2A,Affinity Capture-Western
RAD18,UBE2B,Affinity Capture-Western
JAK1,IRS1,Biochemical Activity
JAK2,IRS1,Biochemical Activity
TREX2,TREX2,Co-fractionation
JAK1,IGF1R,Reconstituted Complex
TGM2,RB1,Affinity Capture-Western
DEFB103B,DEFB103B,Co-crystal Structure
PMPCB,FXN,Two-hybrid
PMPCB,FXN,Reconstituted Complex
NR3C1,POU2F1,Reconstituted Complex
NR3C1,POU2F2,Reconstituted Complex
VGLL1,TEAD2,Two-hybrid
KRT8,PLAT,Reconstituted Complex
VGLL1,TEAD1,Two-hybrid
VGLL1,TEAD4,Two-hybrid
VGLL1,TEAD3,Two-hybrid
NCOA1,STAT3,Affinity Capture-Western
STAT3,NCOA1,Reconstituted Complex
VGLL1,TEAD1,Reconstituted Complex
BRCA1,JAK1,Affinity Capture-Western
BRCA1,JAK2,Affinity Capture-Western
PKD2,TNNI3,Two-hybrid
PTCH1,SMO,Affinity Capture-Western
PTCH2,SMO,Affinity Capture-Western
PKD2,TNNI3,Affinity Capture-Western
TNNI3,PKD2,Affinity Capture-Western
PKD2,TNNI3,Reconstituted Complex
MMP2,TIMP3,Reconstituted Complex
GRB2,MST1R,Reconstituted Complex
HIP1,HTT,Two-hybrid
CXCR3,CXCL13,Reconstituted Complex
HNF4A,NCOA1,Two-hybrid
HNF4A,NCOA2,Two-hybrid
ITGA2B,GRB2,Reconstituted Complex
MYC,MAPK1,Reconstituted Complex
PTPRR,MAPK1,Reconstituted Complex
PTPRR,MAPK3,Reconstituted Complex
PTPN5,MAPK1,Reconstituted Complex
PTPN5,MAPK3,Reconstituted Complex
S1PR4,GNA12,Reconstituted Complex
BTK,KHDRBS1,Affinity Capture-Western
BTK,VAV1,Affinity Capture-Western
BTK,EWSR1,Affinity Capture-Western
F2,SERPIND1,Co-crystal Structure
PTPN13,NFKBIA,Reconstituted Complex
PRKACA,PPP1R8,Biochemical Activity
NAGPA,EPS15,Reconstituted Complex
CDX2,HNF1A,Reconstituted Complex
NAGPA,AP2A1,Reconstituted Complex
HRAS,RASSF5,Reconstituted Complex
TRAF2,SPHK1,Affinity Capture-Western
SPHK1,TRAF2,Reconstituted Complex
NCF2,RAC1,Reconstituted Complex
NCF2,RAC2,Reconstituted Complex
CRYAB,HSPB1,Co-purification
DCN,FLNA,Reconstituted Complex
CRYAB,HSPB1,Reconstituted Complex
GNAI3,Nucb1,Two-hybrid
GNAI2,NUCB1,Two-hybrid
ACTR1A,NUMA1,Affinity Capture-Western
CRHR1,UCN,Reconstituted Complex
CRHBP,UCN,Reconstituted Complex
CDSN,CDSN,Reconstituted Complex
CSF2RB,GNB2L1,Two-hybrid
CSF2RB,GNB2L1,Affinity Capture-Western
CSF2RB,GNB2L1,Reconstituted Complex
CSF2RB,PRKCB,Affinity Capture-Western
PEX19,ABCD1,Reconstituted Complex
PEX19,PEX3,Reconstituted Complex
PEX19,ABCD3,Reconstituted Complex
PEX19,ABCD2,Reconstituted Complex
CDH1,CTNNA1,Affinity Capture-Western
CDH1,CTNNB1,Affinity Capture-Western
YWHAE,CDC25C,Affinity Capture-Western
RAPSN,DAG1,Co-localization
DDB2,DDB1,Affinity Capture-Western
CRP,SNRNP70,Affinity Capture-Western
MDM2,TP53,Biochemical Activity
MDM2,MDM2,Biochemical Activity
LRP1,PDGFB,Reconstituted Complex
SRC,LRP1,Biochemical Activity
LRP1,SHC1,Affinity Capture-Western
POLA1,RB1,Affinity Capture-Western
POLA1,RB1,Co-purification
MYO7A,VEZT,Affinity Capture-Western
VEZT,CTNNA1,Affinity Capture-Western
VEZT,CTNNB1,Affinity Capture-Western
MYO7A,CTNNA1,Affinity Capture-Western
MYO7A,CTNNB1,Affinity Capture-Western
MYO7A,CDH1,Affinity Capture-Western
VEZT,CDH1,Affinity Capture-Western
KIR2DS2,HLA-C,Reconstituted Complex
KIR2DS2,KIR2DS2,Reconstituted Complex
CCR4,ADRBK1,Affinity Capture-Western
CCR4,ADRBK2,Affinity Capture-Western
RTN4,BCL2L1,Affinity Capture-Western
RTN4,BCL2,Affinity Capture-Western
BCL2,RTN4,Affinity Capture-Western
BCL2L1,RTN4,Affinity Capture-Western
RTN1,BCL2L1,Affinity Capture-Western
BCL2L1,RTN1,Affinity Capture-Western
STAT1,KIT,Affinity Capture-Western
KIT,STAT1,Affinity Capture-Western
STAT1,KIT,Reconstituted Complex
KIT,STAT1,Biochemical Activity
CENPC,DAXX,Two-hybrid
IGF2,IGFBP1,Reconstituted Complex
YES1,OCLN,Affinity Capture-Western
OCLN,YES1,Affinity Capture-Western
INSR,AHSG,Reconstituted Complex
RFC2,RFC4,Co-purification
RFC2,RFC5,Co-purification
RFC4,RFC5,Co-purification
PCNA,RFC2,Reconstituted Complex
PCNA,RFC4,Reconstituted Complex
PCNA,RFC5,Reconstituted Complex
GSR,GSR,Co-fractionation
NR0B2,RARA,Reconstituted Complex
NR0B2,RXRG,Reconstituted Complex
NR0B2,THRA,Reconstituted Complex
ORC2,ORC3,Co-purification
ORC2,ORC4,Co-purification
ORC2,ORC5,Co-purification
ORC3,ORC4,Co-purification
ORC3,ORC5,Co-purification
ORC4,ORC5,Co-purification
ORC2,ORC3,Reconstituted Complex
ORC5,ORC2,Reconstituted Complex
ORC5,ORC3,Reconstituted Complex
CDC20,BUB1B,Affinity Capture-Western
CDC20,CDC27,Affinity Capture-Western
CDC20,CDC16,Affinity Capture-Western
CDC20,MAD2L1,Affinity Capture-Western
TRAF6,SQSTM1,Affinity Capture-Western
SQSTM1,TRAF6,Affinity Capture-Western
SQSTM1,PRKCZ,Affinity Capture-Western
TRAF6,PRKCZ,Affinity Capture-Western
SQSTM1,IRAK1,Affinity Capture-Western
TCF20,RNF4,Two-hybrid
TCF20,RNF4,Reconstituted Complex
PCBP2,PCBP2,Two-hybrid
PCBP2,PTBP1,Two-hybrid
PCBP2,HNRNPK,Two-hybrid
PCBP2,HNRNPL,Two-hybrid
PTBP1,PCBP2,Two-hybrid
PTBP1,PTBP1,Two-hybrid
PTBP1,HNRNPK,Two-hybrid
PTBP1,HNRNPL,Two-hybrid
HNRNPK,PCBP2,Two-hybrid
HNRNPK,PTBP1,Two-hybrid
HNRNPK,HNRNPK,Two-hybrid
HNRNPK,HNRNPL,Two-hybrid
HNRNPL,PCBP2,Two-hybrid
HNRNPL,PTBP1,Two-hybrid
HNRNPL,HNRNPK,Two-hybrid
HNRNPL,HNRNPL,Two-hybrid
PCBP2,PCBP2,Reconstituted Complex
PCBP2,PTBP1,Reconstituted Complex
PCBP2,HNRNPK,Reconstituted Complex
PCBP2,HNRNPL,Reconstituted Complex
PTBP1,PCBP2,Reconstituted Complex
PTBP1,PTBP1,Reconstituted Complex
PTBP1,HNRNPK,Reconstituted Complex
PTBP1,HNRNPL,Reconstituted Complex
HNRNPK,PCBP2,Reconstituted Complex
HNRNPK,PTBP1,Reconstituted Complex
HNRNPK,HNRNPK,Reconstituted Complex
HNRNPK,HNRNPL,Reconstituted Complex
HNRNPL,PCBP2,Reconstituted Complex
HNRNPL,PTBP1,Reconstituted Complex
HNRNPL,HNRNPK,Reconstituted Complex
HNRNPL,HNRNPL,Reconstituted Complex
HNRNPA1,HNRNPA1,Two-hybrid
HNRNPC,HNRNPC,Two-hybrid
HNRNPA1,HNRNPA1,Reconstituted Complex
HNRNPC,HNRNPC,Reconstituted Complex
TRDN,RYR1,Reconstituted Complex
CDC42,CDC42,Co-crystal Structure
IFNB1,IFNB1,Co-crystal Structure
CBL,PTPN6,Affinity Capture-Western
HIF1A,NCOA1,Reconstituted Complex
APEX1,HIF1A,Reconstituted Complex
TIMP1,MMP3,Co-crystal Structure
CRKL,RAPGEF1,Affinity Capture-Western
CRKL,TYK2,Affinity Capture-Western
DLG3,DLG4,Two-hybrid
DLG4,DLG3,Reconstituted Complex
PPARG,FABP1,Two-hybrid
PPARA,FABP1,Two-hybrid
BST1,BST1,Co-crystal Structure
AUP1,ITGA2B,Affinity Capture-Western
AUP1,ITGA2B,Reconstituted Complex
AUP1,ITGA2B,Two-hybrid
AUP1,ITGA1,Two-hybrid
AUP1,ITGA2,Two-hybrid
AUP1,ITGAV,Two-hybrid
AUP1,ITGAM,Two-hybrid
AUP1,ITGA5,Two-hybrid
FBP1,FBP1,Co-crystal Structure
DIAPH3,NCKIPSD,Two-hybrid
NCKIPSD,DIAPH3,Reconstituted Complex
NCKIPSD,DIAPH3,Affinity Capture-Western
GRB2,NCKIPSD,Reconstituted Complex
GRB2,NCKIPSD,Affinity Capture-Western
SNTB1,DMD,Reconstituted Complex
DMD,SNTB1,Reconstituted Complex
CIB1,PLK3,Affinity Capture-Western
KLKB1,KNG1,Reconstituted Complex
VAV1,PRLR,Affinity Capture-Western
PRLR,VAV1,Affinity Capture-Western
NDN,NDN,Two-hybrid
NDN,NUCB2,Two-hybrid
NDN,NUCB2,Affinity Capture-Western
NUCB2,NDN,Affinity Capture-Western
NUCB2,NDN,Reconstituted Complex
FOXO1,YWHAG,Affinity Capture-Western
FOXO1,YWHAZ,Affinity Capture-Western
PIK3R1,KHDRBS1,Affinity Capture-Western
IRS1,KHDRBS1,Affinity Capture-Western
INSR,KHDRBS1,Affinity Capture-Western
KHDRBS1,RASA1,Affinity Capture-Western
RASA1,KHDRBS1,Affinity Capture-Western
TAF1A,TBP,Reconstituted Complex
TAF1B,TBP,Reconstituted Complex
TAF1C,TBP,Reconstituted Complex
TAF1A,TAF1B,Reconstituted Complex
TAF1A,TAF1C,Reconstituted Complex
TAF1B,TAF1C,Reconstituted Complex
NFYA,ZHX1,Two-hybrid
ZHX1,NFYA,Reconstituted Complex
COP,RIPK2,Affinity Capture-Western
COP,COP,Affinity Capture-Western
COP,CASP1,Affinity Capture-Western
CASP1,COP,Affinity Capture-Western
CASP1,CASP1,Affinity Capture-Western
ARF1,GGA3,Reconstituted Complex
RUNX1T1,PRKAR2A,Two-hybrid
PRKAR2A,RUNX1T1,Reconstituted Complex
PRKAR2A,RUNX1T1,Affinity Capture-Western
TP53,ESR1,Reconstituted Complex
TP53,MDM2,Reconstituted Complex
ESR1,MDM2,Reconstituted Complex
NTRK1,PLCG1,Reconstituted Complex
MMP9,TGFB1,Biochemical Activity
MMP2,TGFB1,Biochemical Activity
DMC1,RAD51,Reconstituted Complex
RAD51,DMC1,Two-hybrid
HSF1,HSPA1A,Affinity Capture-Western
HSPA1A,HSF1,Affinity Capture-Western
HSF1,HSPA1A,Reconstituted Complex
HSF1,DNAJB1,Reconstituted Complex
PIGP,PIGA,Affinity Capture-Western
PIGP,PIGQ,Affinity Capture-Western
DPM2,PIGP,Affinity Capture-Western
RB1,ABL1,Reconstituted Complex
MAP3K2,MAP2K5,Two-hybrid
MAP2K5,MAP3K2,Affinity Capture-Western
MAP2K5,MAP3K3,Affinity Capture-Western
MAP3K2,SH2D2A,Two-hybrid
MAP3K2,SH2D2A,Affinity Capture-Western
CSPG4,CDC42,Affinity Capture-Western
TRPC1,PKD2,Reconstituted Complex
PKD2,TRPC1,Affinity Capture-Western
PKD2,PKD1,Two-hybrid
TF,IGF1,Reconstituted Complex
TF,IGF2,Reconstituted Complex
IGF2,TF,Reconstituted Complex
IGF2,IGFBP3,Reconstituted Complex
CALM1,SYT1,Reconstituted Complex
PBX1,HOXB7,Two-hybrid
PBX1,HOXB7,Reconstituted Complex
SSB,NCL,Affinity Capture-MS
SSB,NCL,Affinity Capture-Western
FN1,CXCL12,Reconstituted Complex
CDK7,ESR1,Biochemical Activity
GTF2H1,ESR1,Biochemical Activity
GTF2H1,ESR1,Reconstituted Complex
SLC9A3R1,YAP1,Reconstituted Complex
MECR,Ppara,Two-hybrid
MECR,Rxra,Two-hybrid
SLC9A3R1,YAP1,Affinity Capture-Western
MECR,Hnf4a,Two-hybrid
MECR,Thrb,Two-hybrid
MECR,PPARA,Reconstituted Complex
SLC9A3R1,YES1,Reconstituted Complex
MYBL1,NCL,Affinity Capture-Western
MYB,NCL,Affinity Capture-Western
MYBL1,NCL,Far Western
ALYREF,LEF1,Reconstituted Complex
ALYREF,RUNX2,Reconstituted Complex
ALYREF,ALYREF,Reconstituted Complex
PRKDC,C1D,Two-hybrid
C1D,PRKDC,Reconstituted Complex
PRKDC,C1D,Biochemical Activity
PRKDC,TP53,Biochemical Activity
PRKDC,C1D,Affinity Capture-Western
ESR1,NCOA2,Co-crystal Structure
NCOA2,ESR1,Reconstituted Complex
UBE3A,LCK,Two-hybrid
UBE3A,LCK,Reconstituted Complex
UBE3A,BLK,Reconstituted Complex
BLK,UBE3A,Reconstituted Complex
A1CF,KHSRP,Co-purification
ABL1,RFX1,Affinity Capture-Western
ABL1,RFX1,Reconstituted Complex
TIAM1,RAC1,Reconstituted Complex
ARHGEF2,RAC1,Reconstituted Complex
MAP3K11,MAPK8IP1,Affinity Capture-Western
MAP3K11,MAPK8IP2,Affinity Capture-Western
MAP3K12,MAPK8IP1,Affinity Capture-Western
MAP3K12,MAPK8IP2,Affinity Capture-Western
MAP3K10,MAPK8IP1,Affinity Capture-Western
MAP3K10,MAPK8IP2,Affinity Capture-Western
MAP3K12,MAPK8IP1,Reconstituted Complex
MAP3K12,MAPK8IP2,Reconstituted Complex
MAP3K11,MAPK8IP1,Reconstituted Complex
MAP3K11,MAPK8IP2,Reconstituted Complex
MAP3K10,MAPK8IP1,Reconstituted Complex
MAP3K10,MAPK8IP2,Reconstituted Complex
TRIO,RAC1,Reconstituted Complex
MAP2K7,MAPK8IP1,Affinity Capture-Western
MAP2K7,MAPK8IP2,Affinity Capture-Western
MAP2K7,MAPK8IP1,Reconstituted Complex
MAP2K7,MAPK8IP2,Reconstituted Complex
MAPK9,MAPK8IP1,Affinity Capture-Western
MAPK9,MAPK8IP2,Affinity Capture-Western
MAPK9,MAPK8IP1,Reconstituted Complex
MAPK9,MAPK8IP2,Reconstituted Complex
MAPK8IP2,MAPK9,Reconstituted Complex
MAPK8IP2,MAP2K7,Reconstituted Complex
MAPK8IP2,MAP3K11,Reconstituted Complex
MAPK8IP1,MAPK8IP1,Affinity Capture-Western
MAPK8IP1,MAPK8IP2,Affinity Capture-Western
MAPK8IP2,MAPK8IP2,Affinity Capture-Western
MAPK8IP2,MAPK8IP1,Reconstituted Complex
DAB2,LDLR,Reconstituted Complex
DAB2,APP,Reconstituted Complex
DAB2,APLP1,Reconstituted Complex
DAB2,APLP2,Reconstituted Complex
DAB2,INPP5D,Reconstituted Complex
DAB2,LRP1,Reconstituted Complex
MAPK14,EGFR,Biochemical Activity
MAPK14,ATF2,Biochemical Activity
ATF2,MAPK8,Reconstituted Complex
ATF2,MAPK14,Reconstituted Complex
AMD1,AMD1,Co-crystal Structure
HLA-DMA,HLA-DRB1,Reconstituted Complex
AP2A2,DAB2,Affinity Capture-Western
VAPA,VAMP1,Reconstituted Complex
VAPA,VAMP2,Reconstituted Complex
CBX4,CTBP1,Two-hybrid
CBX4,CTBP2,Two-hybrid
ITGA2B,F2,Reconstituted Complex
CACNA1C,RYR2,Reconstituted Complex
TMSB4X,ACTG1,Reconstituted Complex
SRC,RET,Affinity Capture-Western
GRB2,NTRK1,Affinity Capture-Western
VEGFC,VEGFC,Reconstituted Complex
PPP1R15A,EIF2S1,Affinity Capture-Western
PER3,PER2,Affinity Capture-Western
PER1,PER3,Affinity Capture-Western
PVR,DYNLT1,Two-hybrid
PVR,DYNLT1,Affinity Capture-Western
PDZD2,CTNND2,Reconstituted Complex
PKP4,PDZD2,Affinity Capture-Western
PDZD2,PKP4,Reconstituted Complex
SP1,AHR,Reconstituted Complex
SP1,ARNT,Reconstituted Complex
SAP30,HDAC1,Affinity Capture-MS
SAP30,HDAC2,Affinity Capture-MS
SAP30,RBBP4,Affinity Capture-MS
SAP30,RBBP7,Affinity Capture-MS
SAP30,ING1,Affinity Capture-MS
SAP30,SIN3A,Affinity Capture-MS
SAP30,SIN3A,Affinity Capture-Western
SAP30,ING1,Affinity Capture-Western
HDAC1,SIN3A,Affinity Capture-Western
HDAC1,SAP30,Affinity Capture-Western
HDAC1,CHD3,Affinity Capture-Western
ING1,SAP30,Affinity Capture-Western
ING1,SIN3A,Affinity Capture-Western
ING1,SAP30,Reconstituted Complex
ING1,ARID1A,Affinity Capture-MS
ING1,SMARCA4,Affinity Capture-MS
ING1,SMARCC2,Affinity Capture-MS
ING1,SMARCC1,Affinity Capture-MS
ING1,HDAC1,Affinity Capture-MS
ING1,HDAC2,Affinity Capture-MS
ING1,RBBP7,Affinity Capture-MS
ING1,RBBP4,Affinity Capture-MS
ING1,SMARCB1,Affinity Capture-MS
ING1,SAP30,Affinity Capture-MS
ING1,SMARCD1,Affinity Capture-MS
ING1,ACTL6A,Affinity Capture-MS
ING1,SMARCA4,Affinity Capture-Western
ING1,SMARCC1,Affinity Capture-Western
ING1,HDAC1,Affinity Capture-Western
SIN3A,SMARCA4,Affinity Capture-Western
SIN3A,SMARCC1,Affinity Capture-Western
SIN3A,HDAC1,Affinity Capture-Western
SIN3A,RBBP7,Affinity Capture-Western
SIN3A,ING1,Affinity Capture-Western
SIN3A,SAP30,Affinity Capture-Western
SMARCA4,ING1,Affinity Capture-Western
SMARCA4,SIN3A,Affinity Capture-Western
PTK2,STAT1,Affinity Capture-Western
STAT1,PTK2,Affinity Capture-Western
STAT1,PTK2,Reconstituted Complex
JAK1,IL2RB,Affinity Capture-Western
JAK3,IL2RG,Affinity Capture-Western
LRP2,GIPC1,Two-hybrid
LRP2,MAPK8IP1,Two-hybrid
LRP2,MAPK8IP2,Two-hybrid
LRP2,ANKS1B,Two-hybrid
LRP2BP,LRP2,Reconstituted Complex
